noise_level,observation_percentage,problem_file,correct_prediction,correct_goal_idx,predicted_goal_idx,execution_time
0,10,blocksworld_p003292_hyp=hyp-19_10.zip,False,19,14,0.2665560245513916
0,10,blocksworld_p000765_hyp=hyp-5_10.zip,False,5,15,0.06056499481201172
0,10,block-words_p02_hyp-17_10_2.tar.bz2,False,17,5,0.058561086654663086
0,10,block-words_p03_hyp-0_10_1.tar.bz2,False,0,2,0.07866835594177246
0,10,block-words_p03_hyp-16_10_0.tar.bz2,True,16,16,0.05808448791503906
0,10,blocksworld_p000338_hyp=hyp-18_10.zip,True,18,18,0.06088447570800781
0,10,blocksworld_p000837_hyp=hyp-10_10.zip,False,10,7,0.060945749282836914
0,10,blocksworld_p000826_hyp=hyp-19_10.zip,True,19,19,0.05741143226623535
0,10,blocksworld_p000909_hyp=hyp-4_10.zip,False,4,14,0.06014204025268555
0,10,blocksworld_p001659_hyp=hyp-3_10.zip,False,3,14,0.056932926177978516
0,10,blocksworld_p003088_hyp=hyp-9_10.zip,False,9,10,0.055632829666137695
0,10,block-words_p03_hyp-1_10_0.tar.bz2,False,1,2,0.05484151840209961
0,10,blocksworld_p001673_hyp=hyp-20_10.zip,False,20,0,0.062445878982543945
0,10,blocksworld_p001292_hyp=hyp-10_10.zip,False,10,16,0.05832648277282715
0,10,blocksworld_p000990_hyp=hyp-18_10.zip,True,18,18,0.054259538650512695
0,10,block-words-aaai_p03_hyp-3_10_0.tar.bz2,False,3,9,0.05618596076965332
0,10,blocksworld_p001016_hyp=hyp-7_10.zip,False,7,19,0.055190086364746094
0,10,blocksworld_p002153_hyp=hyp-0_10.zip,False,0,9,0.05692481994628906
0,10,blocksworld_p001982_hyp=hyp-18_10.zip,True,18,18,0.05727648735046387
0,10,blocksworld_p000947_hyp=hyp-17_10.zip,False,17,12,0.05866551399230957
0,10,blocksworld_p003256_hyp=hyp-0_10.zip,True,0,0,0.05695176124572754
0,10,blocksworld_p000790_hyp=hyp-1_10.zip,False,1,13,0.06558489799499512
0,10,blocksworld_p003277_hyp=hyp-18_10.zip,False,18,12,0.06313848495483398
0,10,blocksworld_p003252_hyp=hyp-9_10.zip,False,9,6,0.07519292831420898
0,10,blocksworld_p003397_hyp=hyp-19_10.zip,False,19,12,0.07515573501586914
0,10,blocksworld_p002222_hyp=hyp-6_10.zip,False,6,1,0.07455801963806152
0,10,blocksworld_p001394_hyp=hyp-13_10.zip,True,13,13,0.06379032135009766
0,10,block-words_p01_hyp-14_10_0.tar.bz2,False,18,11,0.07758688926696777
0,10,blocksworld_p002343_hyp=hyp-2_10.zip,False,2,0,0.061914682388305664
0,10,blocksworld_p000181_hyp=hyp-9_10.zip,False,9,1,0.07367825508117676
0,10,blocksworld_p003174_hyp=hyp-11_10.zip,False,11,6,0.07404136657714844
0,10,blocksworld_p001752_hyp=hyp-1_10.zip,False,1,12,0.08362555503845215
0,10,blocksworld_p003233_hyp=hyp-18_10.zip,False,18,11,0.0641477108001709
0,10,block-words_p01_hyp-16_10_0.tar.bz2,False,16,14,0.0623164176940918
0,10,blocksworld_p002008_hyp=hyp-13_10.zip,True,13,13,0.07659196853637695
0,10,block-words_p02_hyp-5_10_0.tar.bz2,False,5,3,0.0768730640411377
0,10,blocksworld_p000134_hyp=hyp-12_10.zip,False,12,2,0.06985044479370117
0,10,block-words_p01_hyp-7_10_1.tar.bz2,False,5,17,0.0715489387512207
0,10,blocksworld_p001308_hyp=hyp-2_10.zip,False,2,19,0.05716824531555176
0,10,blocksworld_p003372_hyp=hyp-8_10.zip,False,8,16,0.07281351089477539
0,10,blocksworld_p000057_hyp=hyp-16_10.zip,False,16,15,0.06208944320678711
0,10,blocksworld_p000648_hyp=hyp-19_10.zip,True,19,19,0.05590629577636719
0,10,blocksworld_p000906_hyp=hyp-16_10.zip,False,16,10,0.059313297271728516
0,10,blocksworld_p001494_hyp=hyp-16_10.zip,False,16,13,0.05687403678894043
0,10,blocksworld_p000825_hyp=hyp-9_10.zip,True,9,9,0.05681490898132324
0,10,blocksworld_p000995_hyp=hyp-10_10.zip,False,10,8,0.05954933166503906
0,10,blocksworld_p000203_hyp=hyp-19_10.zip,False,19,18,0.056710243225097656
0,10,blocksworld_p001087_hyp=hyp-7_10.zip,False,7,0,0.05661344528198242
0,10,blocksworld_p001815_hyp=hyp-18_10.zip,False,18,5,0.05635976791381836
0,10,block-words_p04_hyp-2_10_1.tar.bz2,False,1,9,0.05624794960021973
0,10,blocksworld_p000242_hyp=hyp-18_10.zip,True,18,18,0.06464004516601562
0,10,blocksworld_p003114_hyp=hyp-4_10.zip,True,4,4,0.07190918922424316
0,10,blocksworld_p002173_hyp=hyp-8_10.zip,False,8,1,0.0713646411895752
0,10,blocksworld_p001567_hyp=hyp-10_10.zip,True,10,10,0.07383608818054199
0,10,blocksworld_p001144_hyp=hyp-2_10.zip,False,2,1,0.07062196731567383
0,10,blocksworld_p000051_hyp=hyp-3_10.zip,False,3,4,0.06072854995727539
0,10,block-words_p03_hyp-10_10_1.tar.bz2,False,9,13,0.05844259262084961
0,10,block-words_p06_hyp-1_10_3.tar.bz2,False,0,5,0.05780458450317383
0,10,block-words_p05_hyp-3_10_3.tar.bz2,False,2,19,0.06569170951843262
