noise_level,observation_percentage,problem_file,correct_prediction,correct_goal_idx,predicted_goal_idx,execution_time
0,10,zenotravel_p005037_hyp=hyp-2_10.zip,True,2,2,0.2853825092315674
0,10,zenotravel_p001156_hyp=hyp-1_10.zip,True,1,1,0.06547832489013672
0,10,zenotravel_p001366_hyp=hyp-1_10.zip,False,1,2,0.06419873237609863
0,10,zenotravel_p005531_hyp=hyp-0_10.zip,True,0,0,0.0632472038269043
0,10,zenotravel_p004499_hyp=hyp-6_10.zip,True,6,6,0.05687522888183594
0,10,zenotravel_p000900_hyp=hyp-2_10.zip,False,2,8,0.07775521278381348
0,10,zenotravel_p005653_hyp=hyp-3_10.zip,True,3,3,0.05981588363647461
0,10,zenotravel_p004344_hyp=hyp-2_10.zip,False,2,1,0.06257510185241699
0,10,zenotravel_p001806_hyp=hyp-0_10.zip,False,0,1,0.06068301200866699
0,10,zenotravel_p005526_hyp=hyp-2_10.zip,True,2,2,0.056572914123535156
0,10,zenotravel_p004083_hyp=hyp-2_10.zip,True,2,2,0.06027102470397949
0,10,zenotravel_p001747_hyp=hyp-0_10.zip,True,0,0,0.05758500099182129
0,10,zeno-travel_p06_hyp-3_10_3.tar.bz2,False,4,2,0.05654144287109375
0,10,zenotravel_p006865_hyp=hyp-3_10.zip,True,3,3,0.06567955017089844
0,10,zenotravel_p004883_hyp=hyp-0_10.zip,False,0,5,0.06337428092956543
0,10,zenotravel_p004156_hyp=hyp-4_10.zip,False,4,2,0.06361699104309082
0,10,zenotravel_p000482_hyp=hyp-5_10.zip,True,5,5,0.05662655830383301
0,10,zenotravel_p002766_hyp=hyp-2_10.zip,False,2,4,0.06321310997009277
0,10,zenotravel_p002087_hyp=hyp-2_10.zip,False,2,5,0.06449079513549805
0,10,zenotravel_p005900_hyp=hyp-5_10.zip,False,5,1,0.06534910202026367
0,10,zeno-travel_p06_hyp-1_10_2.tar.bz2,False,0,3,0.0664663314819336
0,10,zenotravel_p003883_hyp=hyp-2_10.zip,True,2,2,0.06544280052185059
0,10,zeno-travel_p07_hyp-2_10_1.tar.bz2,False,2,5,0.07408428192138672
0,10,zenotravel_p003456_hyp=hyp-0_10.zip,True,0,0,0.07457590103149414
0,10,zenotravel_p004644_hyp=hyp-3_10.zip,False,3,5,0.06559896469116211
0,10,zeno-travel_p03_hyp-2_10_1.tar.bz2,False,1,4,0.06532406806945801
0,10,zenotravel_p005883_hyp=hyp-4_10.zip,False,4,1,0.06643843650817871
0,10,zenotravel_p001895_hyp=hyp-3_10.zip,False,3,0,0.06694960594177246
0,10,zenotravel_p006484_hyp=hyp-5_10.zip,False,5,2,0.07706999778747559
0,10,zenotravel_p006895_hyp=hyp-1_10.zip,True,1,1,0.08435893058776855
0,10,zenotravel_p000135_hyp=hyp-2_10.zip,True,2,2,0.07940149307250977
0,10,zenotravel_p005565_hyp=hyp-1_10.zip,False,1,2,0.062252044677734375
0,10,zenotravel_p003921_hyp=hyp-3_10.zip,True,3,3,0.07642292976379395
0,10,zenotravel_p006909_hyp=hyp-1_10.zip,True,1,1,0.06733131408691406
0,10,zenotravel_p003499_hyp=hyp-5_10.zip,False,5,3,0.06725120544433594
0,10,zenotravel_p004338_hyp=hyp-5_10.zip,False,5,2,0.0687870979309082
0,10,zenotravel_p000156_hyp=hyp-6_10.zip,True,6,6,0.08665299415588379
0,10,zenotravel_p005338_hyp=hyp-4_10.zip,False,4,1,0.08341765403747559
0,10,zenotravel_p002161_hyp=hyp-3_10.zip,False,3,5,0.07236790657043457
0,10,zenotravel_p002508_hyp=hyp-1_10.zip,False,1,5,0.06583118438720703
0,10,zenotravel_p000567_hyp=hyp-7_10.zip,True,7,7,0.06694197654724121
0,10,zenotravel_p003900_hyp=hyp-4_10.zip,False,4,3,0.07591581344604492
0,10,zenotravel_p003101_hyp=hyp-4_10.zip,False,4,3,0.06816911697387695
0,10,zeno-travel_p03_hyp-4_10_2.tar.bz2,True,3,3,0.06796026229858398
0,10,zenotravel_p002230_hyp=hyp-4_10.zip,False,4,0,0.05718564987182617
0,10,zeno-travel_p04_hyp-1_10_3.tar.bz2,True,0,0,0.053861379623413086
0,10,zenotravel_p006499_hyp=hyp-3_10.zip,False,3,1,0.05332517623901367
0,10,zenotravel_p006129_hyp=hyp-4_10.zip,False,4,5,0.053949594497680664
0,10,zeno-travel_p05_hyp-4_10_1.tar.bz2,False,5,2,0.05655360221862793
0,10,zenotravel_p000811_hyp=hyp-8_10.zip,False,8,4,0.08536529541015625
