noise_level,observation_percentage,problem_file,correct_prediction,correct_goal_idx,predicted_goal_idx,execution_time
0,10,logistics_p049246_hyp=hyp-7_10.zip,False,7,3,0.43224000930786133
0,10,logistics_p04_hyp-1_10_1.tar.bz2,False,1,2,0.0786588191986084
0,10,logistics_p04_hyp-4_10_3.tar.bz2,True,10,10,0.09376740455627441
0,10,logistics_p019018_hyp=hyp-2_10.zip,False,2,3,0.09047770500183105
0,10,logistics_p026068_hyp=hyp-6_10.zip,False,6,9,0.08607149124145508
0,10,logistics_p029868_hyp=hyp-8_10.zip,True,8,8,0.08604049682617188
0,10,logistics_p012485_hyp=hyp-5_10.zip,False,5,7,0.08896279335021973
0,10,logistics_p01_hyp-4_10_0.tar.bz2,False,4,0,0.08955812454223633
0,10,logistics_p046847_hyp=hyp-1_10.zip,True,1,1,0.07588028907775879
0,10,logistics_p029634_hyp=hyp-1_10.zip,True,1,1,0.07840442657470703
0,10,logistics_p042393_hyp=hyp-4_10.zip,True,4,4,0.08418512344360352
0,10,logistics_p006121_hyp=hyp-6_10.zip,True,6,6,0.07192683219909668
0,10,logistics_p006407_hyp=hyp-5_10.zip,False,5,7,0.07383894920349121
0,10,logistics_p000918_hyp=hyp-3_10.zip,False,3,8,0.07402920722961426
0,10,logistics_p02_hyp-2_10_2.tar.bz2,True,2,2,0.07393956184387207
0,10,logistics_p06_hyp-4_10_3.tar.bz2,False,10,5,0.07323098182678223
0,10,logistics_p002436_hyp=hyp-5_10.zip,False,5,7,0.09250664710998535
0,10,logistics_p015526_hyp=hyp-2_10.zip,False,2,4,0.08105325698852539
0,10,logistics_p014835_hyp=hyp-4_10.zip,False,4,6,0.08112430572509766
0,10,logistics_p012193_hyp=hyp-7_10.zip,False,7,1,0.07750058174133301
0,10,logistics_p004529_hyp=hyp-2_10.zip,False,2,6,0.0854649543762207
0,10,logistics_p01_hyp-9_10_1.tar.bz2,False,9,8,0.06743097305297852
0,10,logistics_p045274_hyp=hyp-4_10.zip,True,4,4,0.06782889366149902
0,10,logistics_p025503_hyp=hyp-7_10.zip,False,7,3,0.06570816040039062
0,10,logistics_p027071_hyp=hyp-4_10.zip,False,4,9,0.06972217559814453
0,10,logistics_p002877_hyp=hyp-7_10.zip,False,7,6,0.09164810180664062
0,10,logistics_p001232_hyp=hyp-5_10.zip,False,5,7,0.08255887031555176
0,10,logistics_p044264_hyp=hyp-0_10.zip,False,0,9,0.07956075668334961
0,10,logistics_p001694_hyp=hyp-5_10.zip,False,5,3,0.07846903800964355
0,10,logistics_p019752_hyp=hyp-5_10.zip,False,5,7,0.07758188247680664
0,10,logistics_p014540_hyp=hyp-2_10.zip,True,2,2,0.07687830924987793
0,10,logistics_p004050_hyp=hyp-2_10.zip,True,2,2,0.0719301700592041
0,10,logistics_p07_hyp-3_10_2.tar.bz2,True,10,10,0.07447600364685059
0,10,logistics_p02_hyp-3_10_1.tar.bz2,False,3,8,0.07428169250488281
0,10,logistics_p002561_hyp=hyp-3_10.zip,True,3,3,0.0751957893371582
0,10,logistics_p017719_hyp=hyp-7_10.zip,False,7,2,0.07860946655273438
0,10,logistics_p06_hyp-4_10_2.tar.bz2,True,10,10,0.0699462890625
0,10,logistics_p01_hyp-6_10_2.tar.bz2,False,6,4,0.07657289505004883
0,10,logistics_p022939_hyp=hyp-11_10.zip,False,11,1,0.07927513122558594
0,10,logistics_p011126_hyp=hyp-4_10.zip,False,4,3,0.07679390907287598
0,10,logistics_p043852_hyp=hyp-7_10.zip,False,7,1,0.07414555549621582
0,10,logistics_p021168_hyp=hyp-6_10.zip,True,6,6,0.07492756843566895
0,10,logistics_p011381_hyp=hyp-9_10.zip,False,9,2,0.07603240013122559
0,10,logistics_p000041_hyp=hyp-7_10.zip,False,7,1,0.06450271606445312
0,10,logistics_p040266_hyp=hyp-9_10.zip,False,9,3,0.06637191772460938
0,10,logistics_p001839_hyp=hyp-7_10.zip,True,7,7,0.08527541160583496
0,10,logistics_p043000_hyp=hyp-1_10.zip,True,1,1,0.07506251335144043
0,10,logistics_p005921_hyp=hyp-5_10.zip,True,5,5,0.07281184196472168
0,10,logistics_p041116_hyp=hyp-3_10.zip,False,3,1,0.07462477684020996
0,10,logistics_p045528_hyp=hyp-9_10.zip,False,9,0,0.0752251148223877
0,10,logistics_p029017_hyp=hyp-11_10.zip,True,11,11,0.07241630554199219
0,10,logistics_p017468_hyp=hyp-1_10.zip,False,1,3,0.09222650527954102
0,10,logistics_p044421_hyp=hyp-6_10.zip,True,6,6,0.09340810775756836
0,10,logistics_p02_hyp-3_10_0.tar.bz2,False,3,8,0.09114193916320801
0,10,logistics_p003547_hyp=hyp-3_10.zip,False,3,6,0.10912704467773438
0,10,logistics_p049565_hyp=hyp-10_10.zip,True,10,10,0.08880949020385742
0,10,logistics_p024943_hyp=hyp-2_10.zip,False,2,1,0.09062528610229492
0,10,logistics_p049954_hyp=hyp-9_10.zip,True,9,9,0.08093452453613281
0,10,logistics_p021118_hyp=hyp-11_10.zip,True,11,11,0.08126616477966309
0,10,logistics_p011263_hyp=hyp-2_10.zip,True,2,2,0.0755622386932373
0,10,logistics_p07_hyp-3_10_3.tar.bz2,False,10,4,0.07810807228088379
0,10,logistics_p02_hyp-0_10_2.tar.bz2,False,0,2,0.06922316551208496
0,10,logistics_p009720_hyp=hyp-7_10.zip,False,7,0,0.08099937438964844
0,10,logistics_p049630_hyp=hyp-10_10.zip,False,10,11,0.08392834663391113
0,10,logistics_p008871_hyp=hyp-9_10.zip,False,9,2,0.08958292007446289
0,10,logistics_p014344_hyp=hyp-3_10.zip,True,3,3,0.07341980934143066
0,10,logistics_p014054_hyp=hyp-0_10.zip,False,0,8,0.07573223114013672
0,10,logistics_p024503_hyp=hyp-10_10.zip,False,10,6,0.09884524345397949
0,10,logistics_p001593_hyp=hyp-1_10.zip,False,1,4,0.1036844253540039
0,10,logistics_p02_hyp-6_10_1.tar.bz2,True,6,6,0.07388138771057129
0,10,logistics_p043068_hyp=hyp-3_10.zip,False,3,6,0.09722018241882324
0,10,logistics_p048205_hyp=hyp-5_10.zip,False,5,8,0.07086038589477539
0,10,logistics_p006913_hyp=hyp-8_10.zip,False,8,2,0.10657143592834473
0,10,logistics_p046296_hyp=hyp-0_10.zip,False,0,10,0.11814332008361816
0,10,logistics_p007427_hyp=hyp-0_10.zip,False,0,1,0.0714864730834961
0,10,logistics_p027596_hyp=hyp-2_10.zip,True,2,2,0.10600566864013672
0,10,logistics_p001979_hyp=hyp-0_10.zip,True,0,0,0.07932591438293457
0,10,logistics_p028730_hyp=hyp-4_10.zip,False,4,2,0.07905840873718262
0,10,logistics_p022379_hyp=hyp-7_10.zip,False,7,9,0.061739444732666016
0,10,logistics_p047601_hyp=hyp-0_10.zip,False,0,3,0.06116342544555664
0,10,logistics_p019889_hyp=hyp-3_10.zip,False,3,9,0.06601762771606445
0,10,logistics_p021966_hyp=hyp-5_10.zip,False,5,0,0.06228923797607422
0,10,logistics_p021504_hyp=hyp-4_10.zip,True,4,4,0.06809067726135254
0,10,logistics_p020252_hyp=hyp-1_10.zip,True,1,1,0.08137011528015137
0,10,logistics_p024411_hyp=hyp-4_10.zip,True,4,4,0.06560206413269043
0,10,logistics_p04_hyp-2_10_1.tar.bz2,True,4,4,0.0696723461151123
0,10,logistics_p06_hyp-3_10_3.tar.bz2,False,8,3,0.06960105895996094
0,10,logistics_p03_hyp-9_10_1.tar.bz2,False,9,8,0.07115960121154785
0,10,logistics_p047067_hyp=hyp-8_10.zip,False,8,11,0.06805419921875
0,10,logistics_p015714_hyp=hyp-5_10.zip,False,5,2,0.07395267486572266
0,10,logistics_p029156_hyp=hyp-8_10.zip,True,8,8,0.07472777366638184
0,10,logistics_p043897_hyp=hyp-1_10.zip,False,1,4,0.0727698802947998
0,10,logistics_p05_hyp-3_10_2.tar.bz2,True,4,4,0.06290364265441895
0,10,logistics_p047852_hyp=hyp-1_10.zip,True,1,1,0.07702207565307617
0,10,logistics_p006584_hyp=hyp-0_10.zip,False,0,4,0.07068181037902832
0,10,logistics_p046545_hyp=hyp-0_10.zip,False,0,8,0.08425664901733398
0,10,logistics_p000433_hyp=hyp-5_10.zip,False,5,7,0.08424258232116699
0,10,logistics_p016544_hyp=hyp-9_10.zip,True,9,9,0.0697333812713623
0,10,logistics_p008019_hyp=hyp-8_10.zip,False,8,2,0.08501362800598145
0,10,logistics_p013815_hyp=hyp-0_10.zip,True,0,0,0.08523011207580566
0,10,logistics_p01_hyp-8_10_1.tar.bz2,True,8,8,0.08427810668945312
0,10,logistics_p019066_hyp=hyp-4_10.zip,False,4,1,0.08519721031188965
0,10,logistics_p021496_hyp=hyp-9_10.zip,False,9,0,0.09507131576538086
0,10,logistics_p041600_hyp=hyp-8_10.zip,False,8,5,0.06934762001037598
0,10,logistics_p028196_hyp=hyp-8_10.zip,False,8,3,0.07145261764526367
0,10,logistics_p024742_hyp=hyp-0_10.zip,True,0,0,0.06860232353210449
0,10,logistics_p03_hyp-6_10_1.tar.bz2,False,6,4,0.06996941566467285
0,10,logistics_p045481_hyp=hyp-8_10.zip,False,8,11,0.06641292572021484
0,10,logistics_p020908_hyp=hyp-2_10.zip,True,2,2,0.07005906105041504
0,10,logistics_p043352_hyp=hyp-7_10.zip,False,7,11,0.0710299015045166
0,10,logistics_p026297_hyp=hyp-0_10.zip,True,0,0,0.07042264938354492
0,10,logistics_p046359_hyp=hyp-1_10.zip,False,1,9,0.06960368156433105
0,10,logistics_p013506_hyp=hyp-7_10.zip,False,7,1,0.07407236099243164
0,10,logistics_p024260_hyp=hyp-5_10.zip,True,5,5,0.06483602523803711
0,10,logistics_p026539_hyp=hyp-2_10.zip,False,2,6,0.06863236427307129
0,10,logistics_p02_hyp-9_10_2.tar.bz2,False,9,2,0.07078957557678223
0,10,logistics_p042577_hyp=hyp-5_10.zip,True,5,5,0.06955504417419434
