noise_level,observation_percentage,problem_file,correct_prediction,correct_goal_idx,predicted_goal_idx,execution_time
0,10,zenotravel_p005037_hyp=hyp-2_10.zip,True,2,2,0.27346229553222656
0,10,zenotravel_p001156_hyp=hyp-1_10.zip,True,1,1,0.06727385520935059
0,10,zenotravel_p001366_hyp=hyp-1_10.zip,False,1,2,0.06389641761779785
0,10,zenotravel_p005531_hyp=hyp-0_10.zip,True,0,0,0.07892274856567383
0,10,zenotravel_p004499_hyp=hyp-6_10.zip,True,6,6,0.08804917335510254
0,10,zenotravel_p000900_hyp=hyp-2_10.zip,False,2,8,0.06152844429016113
0,10,zenotravel_p005653_hyp=hyp-3_10.zip,True,3,3,0.06532692909240723
0,10,zenotravel_p004344_hyp=hyp-2_10.zip,False,2,1,0.06563973426818848
0,10,zenotravel_p001806_hyp=hyp-0_10.zip,False,0,1,0.06270122528076172
0,10,zenotravel_p005526_hyp=hyp-2_10.zip,True,2,2,0.06591033935546875
0,10,zenotravel_p004083_hyp=hyp-2_10.zip,True,2,2,0.058870792388916016
0,10,zenotravel_p001747_hyp=hyp-0_10.zip,True,0,0,0.0634760856628418
0,10,zeno-travel_p06_hyp-3_10_3.tar.bz2,False,4,2,0.06345725059509277
0,10,zenotravel_p006865_hyp=hyp-3_10.zip,True,3,3,0.06300735473632812
0,10,zenotravel_p004883_hyp=hyp-0_10.zip,False,0,5,0.06166386604309082
0,10,zenotravel_p004156_hyp=hyp-4_10.zip,False,4,2,0.07081079483032227
0,10,zenotravel_p000482_hyp=hyp-5_10.zip,True,5,5,0.06725168228149414
0,10,zenotravel_p002766_hyp=hyp-2_10.zip,False,2,4,0.06370329856872559
0,10,zenotravel_p002087_hyp=hyp-2_10.zip,False,2,5,0.06432580947875977
0,10,zenotravel_p005900_hyp=hyp-5_10.zip,False,5,1,0.06300973892211914
0,10,zeno-travel_p06_hyp-1_10_2.tar.bz2,False,0,3,0.06219172477722168
0,10,zenotravel_p003883_hyp=hyp-2_10.zip,True,2,2,0.061804771423339844
0,10,zeno-travel_p07_hyp-2_10_1.tar.bz2,False,2,5,0.059914588928222656
0,10,zenotravel_p003456_hyp=hyp-0_10.zip,True,0,0,0.0742499828338623
0,10,zenotravel_p004644_hyp=hyp-3_10.zip,False,3,5,0.08881545066833496
0,10,zeno-travel_p03_hyp-2_10_1.tar.bz2,False,1,4,0.07486319541931152
0,10,zenotravel_p005883_hyp=hyp-4_10.zip,False,4,1,0.06772232055664062
0,10,zenotravel_p001895_hyp=hyp-3_10.zip,False,3,0,0.06402039527893066
0,10,zenotravel_p006484_hyp=hyp-5_10.zip,False,5,2,0.0613865852355957
0,10,zenotravel_p006895_hyp=hyp-1_10.zip,True,1,1,0.07994604110717773
0,10,zenotravel_p000135_hyp=hyp-2_10.zip,True,2,2,0.06067943572998047
0,10,zenotravel_p005565_hyp=hyp-1_10.zip,False,1,2,0.06242775917053223
0,10,zenotravel_p003921_hyp=hyp-3_10.zip,True,3,3,0.06374382972717285
0,10,zenotravel_p006909_hyp=hyp-1_10.zip,True,1,1,0.0882570743560791
0,10,zenotravel_p003499_hyp=hyp-5_10.zip,False,5,3,0.06150364875793457
0,10,zenotravel_p004338_hyp=hyp-5_10.zip,False,5,2,0.060736656188964844
0,10,zenotravel_p000156_hyp=hyp-6_10.zip,True,6,6,0.061446428298950195
0,10,zenotravel_p005338_hyp=hyp-4_10.zip,False,4,1,0.058116912841796875
0,10,zenotravel_p002161_hyp=hyp-3_10.zip,False,3,5,0.05895566940307617
0,10,zenotravel_p002508_hyp=hyp-1_10.zip,False,1,5,0.05793571472167969
0,10,zenotravel_p000567_hyp=hyp-7_10.zip,True,7,7,0.05839943885803223
0,10,zenotravel_p003900_hyp=hyp-4_10.zip,False,4,3,0.06217455863952637
0,10,zenotravel_p003101_hyp=hyp-4_10.zip,False,4,3,0.07029175758361816
0,10,zeno-travel_p03_hyp-4_10_2.tar.bz2,True,3,3,0.0627603530883789
0,10,zenotravel_p002230_hyp=hyp-4_10.zip,False,4,0,0.06205487251281738
0,10,zeno-travel_p04_hyp-1_10_3.tar.bz2,True,0,0,0.05995750427246094
0,10,zenotravel_p006499_hyp=hyp-3_10.zip,False,3,1,0.05772042274475098
0,10,zenotravel_p006129_hyp=hyp-4_10.zip,False,4,5,0.0579371452331543
0,10,zeno-travel_p05_hyp-4_10_1.tar.bz2,False,5,2,0.05884814262390137
0,10,zenotravel_p000811_hyp=hyp-8_10.zip,False,8,4,0.07082462310791016
0,10,zenotravel_p002113_hyp=hyp-5_10.zip,True,5,5,0.05893659591674805
0,10,zenotravel_p004185_hyp=hyp-5_10.zip,False,5,3,0.05904507637023926
0,10,zenotravel_p002050_hyp=hyp-4_10.zip,False,4,5,0.07222342491149902
0,10,zenotravel_p004102_hyp=hyp-2_10.zip,False,2,5,0.06373476982116699
0,10,zeno-travel_p01_hyp-1_10_3.tar.bz2,True,0,0,0.06284809112548828
0,10,zenotravel_p006716_hyp=hyp-3_10.zip,True,3,3,0.06108498573303223
0,10,zenotravel_p004611_hyp=hyp-3_10.zip,False,3,4,0.06004524230957031
0,10,zenotravel_p005023_hyp=hyp-1_10.zip,True,1,1,0.06073474884033203
0,10,zenotravel_p001680_hyp=hyp-4_10.zip,False,4,1,0.05971980094909668
0,10,zenotravel_p000806_hyp=hyp-8_10.zip,True,8,8,0.06133842468261719
0,10,zenotravel_p006502_hyp=hyp-2_10.zip,False,2,3,0.06078314781188965
0,10,zenotravel_p005693_hyp=hyp-1_10.zip,False,1,5,0.0665884017944336
0,10,zenotravel_p005242_hyp=hyp-0_10.zip,True,0,0,0.06200909614562988
0,10,zeno-travel_p05_hyp-4_10_2.tar.bz2,False,5,1,0.060967206954956055
0,10,zenotravel_p000950_hyp=hyp-1_10.zip,False,1,6,0.061591148376464844
0,10,zenotravel_p005354_hyp=hyp-0_10.zip,True,0,0,0.06024432182312012
0,10,zenotravel_p004853_hyp=hyp-4_10.zip,False,4,0,0.05898547172546387
0,10,zenotravel_p001515_hyp=hyp-5_10.zip,True,5,5,0.08306384086608887
0,10,zenotravel_p003611_hyp=hyp-0_10.zip,True,0,0,0.0796663761138916
0,10,zenotravel_p001087_hyp=hyp-1_10.zip,True,1,1,0.0819852352142334
0,10,zenotravel_p001456_hyp=hyp-0_10.zip,False,0,4,0.07998514175415039
0,10,zenotravel_p005038_hyp=hyp-1_10.zip,False,1,0,0.06597495079040527
0,10,zenotravel_p003660_hyp=hyp-3_10.zip,False,3,4,0.06158185005187988
0,10,zenotravel_p005811_hyp=hyp-5_10.zip,True,5,5,0.060530662536621094
0,10,zenotravel_p003354_hyp=hyp-0_10.zip,False,0,5,0.06148266792297363
0,10,zenotravel_p006146_hyp=hyp-1_10.zip,True,1,1,0.06144547462463379
0,10,zenotravel_p004014_hyp=hyp-3_10.zip,False,3,5,0.05960226058959961
0,10,zenotravel_p004180_hyp=hyp-5_10.zip,False,5,2,0.05837297439575195
0,10,zenotravel_p000142_hyp=hyp-1_10.zip,False,1,6,0.06163287162780762
0,10,zenotravel_p003669_hyp=hyp-1_10.zip,True,1,1,0.0623929500579834
0,10,zenotravel_p000087_hyp=hyp-0_10.zip,False,0,6,0.07034659385681152
0,10,zenotravel_p001670_hyp=hyp-3_10.zip,True,3,3,0.08177471160888672
0,10,zenotravel_p002504_hyp=hyp-1_10.zip,False,1,4,0.07755064964294434
0,10,zenotravel_p004575_hyp=hyp-4_10.zip,True,4,4,0.08312535285949707
0,10,zenotravel_p003037_hyp=hyp-0_10.zip,False,0,2,0.08267354965209961
0,10,zenotravel_p003674_hyp=hyp-0_10.zip,True,0,0,0.05655956268310547
0,10,zenotravel_p003678_hyp=hyp-0_10.zip,False,0,3,0.06113576889038086
0,10,zenotravel_p000580_hyp=hyp-2_10.zip,True,2,2,0.059422969818115234
0,10,zenotravel_p004678_hyp=hyp-6_10.zip,False,6,4,0.07375550270080566
0,10,zenotravel_p006766_hyp=hyp-0_10.zip,False,0,1,0.05987119674682617
0,10,zenotravel_p006670_hyp=hyp-5_10.zip,False,5,0,0.07060766220092773
0,10,zeno-travel_p02_hyp-4_10_1.tar.bz2,False,3,5,0.06145739555358887
0,10,zenotravel_p006344_hyp=hyp-5_10.zip,True,5,5,0.07381844520568848
0,10,zenotravel_p000458_hyp=hyp-8_10.zip,False,8,4,0.059964895248413086
0,10,zenotravel_p002707_hyp=hyp-1_10.zip,True,1,1,0.06106758117675781
0,10,zenotravel_p001653_hyp=hyp-3_10.zip,False,3,4,0.05857038497924805
0,10,zeno-travel_p02_hyp-2_10_1.tar.bz2,True,1,1,0.06138253211975098
0,10,zenotravel_p003503_hyp=hyp-1_10.zip,False,1,0,0.06215548515319824
0,10,zenotravel_p006165_hyp=hyp-2_10.zip,True,2,2,0.06360220909118652
0,10,zenotravel_p002909_hyp=hyp-5_10.zip,True,5,5,0.07230043411254883
0,10,zenotravel_p000499_hyp=hyp-9_10.zip,False,9,6,0.07093644142150879
